编号,名称,模型,名称方式,备注,抵抗封印等级,封印命中等级,血量加成,伤害加成,法伤加成,速度加成,防御加成,法防加成,治疗能力,固定伤害,AI战斗,门派,主动技能,特技,法宝技能,法宝佩戴,技能,技能目标数,招式特效,武器名称,武器等级,角色,可捕捉,变身数据,变异,特殊变异,饰品显示,饰品颜色,附加阵法,主怪,共生,炫彩,炫彩组
15642,魑魅,地狱战神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15643,鬼兵,僵尸,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15644,鬼士,野鬼,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15645,鬼灵,骷髅怪,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15646,鬼卫士,马面,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15647,被掳走的民男,风伯,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true|指令=逃跑|回合=2,普陀山,,,,,高级感知|,,,,,,,,真,,,,,,,,
15648,鬼魂士兵,鬼将,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15649,赖皮鬼,野鬼,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15650,缠身鬼,吸血鬼,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15651,小鬼,骷髅怪,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15652,巡逻鬼,骷髅怪|吸血鬼|僵尸|马面|牛头,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15653,鬼魂头目,鬼将,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15654,接肢妖,地狱战神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15655,蓬蓬妖,炎魔神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15656,韩擒虎,进阶鬼将,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15657,游魂,幽萤娃娃,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15658,死士,画魂,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15659,刘武周,巡游天神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15660,妖灵,如意仙子,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15661,鬼灵,芙蓉仙子,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15662,古神行者,护卫,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15663,鬼物,地狱战神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15664,妖物,黑山老妖,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15665,鬼魂护卫,进阶吸血鬼,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15666,妖灵,龙龟,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15667,小兵,机关人人形,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15668,隋炀帝鬼魂,进阶鬼将,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15669,铁骑队,炎魔神,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15670,破甲队,夜罗刹,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15671,御前侍卫,进阶吸血鬼,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15672,祭酒者,进阶雾中仙,1,天火之殇上,0,0,2,1,1,1,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15673,深山强盗|深山恶贼,强盗|山贼,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15674,喽啰,强盗|山贼|赌徒,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15675,山贼大头领,强盗,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15676,利刃山贼,山贼,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15677,妙法山贼,强盗,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15678,抵抗妖,吸血鬼,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15679,山贼二头领,山贼,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15680,可疑少女,千年蛇魅,1,无底洞,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15681,利刃随从,百足将军,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级感知|,,,,,,,,真,,,,,,,,
15682,妙法随从,犀牛将军兽形,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15683,逃跑的猪八戒,新猪八戒,1,无底洞,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级感知|,,,,,,,,真,,,,,,,,
15684,猪毛,野猪精,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15685,猪虱,野猪,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,方寸山|女儿村|五庄观,,,,,高级感知|,,,,,,,,真,,,,,,,,
15686,猪皮,野猪,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15687,,,1,无底洞,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15688,纵火小妖,大蝙蝠,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15689,助火妖风,风伯,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|地狱烈火,,,,,,,,真,,,,,,,,
15690,添火妖柴,树怪,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15691,药叉雄帅,碧水夜叉,1,无底洞,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15692,妙法妖,炎魔神,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15693,利刃妖,夜罗刹,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,狮驼岭,,,,,高级感知|,,,,,,,,真,,,,,,,,
15694,疗伤妖,葫芦宝贝,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|普陀山|无底洞,,,,,高级感知|,,,,,,,,真,,,,,,,,
15695,白毛老鼠精,锦毛貂精,1,无底洞,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15696,特处士兵,牛妖,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,普陀山,,,,,高级感知|,,,,,,,,真,,,,,,,,
15697,左角,牛妖,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15698,右角,牛妖,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15699,后勤小妖,兔子怪,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15700,先锋小妖,野猪,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15701,防卫小妖,羊头怪,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15702,偏将军,护卫,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,无底洞,,,,,高级感知|,,,,,,,,真,,,,,,,,
15703,虎副将,噬天虎,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15704,狼军师,狼,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15705,后军小妖,树怪,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15706,中军小妖,蛤蟆精,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15707,左军小妖,雷鸟人,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15708,右军小妖,羊头怪,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15709,蟹居士,蟹将,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,方寸山,,,,,高级感知|,,,,,,,,真,,,,,,,,
15710,横行,蟹将,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15711,霸道,蟹将,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15712,寒冰怪,白熊,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15713,沼泽妖,巨蛙,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15714,嗜血妖,大蝙蝠,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15715,秘境魔头,古代瑞兽,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15716,迷幻妖精,幽灵,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15717,熊怪,白熊,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15718,狐妖,狐狸精,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15719,鼠疫怪,鼠先锋,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15720,蜘蛛妖,蜘蛛精,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15721,白衣秀士,风伯,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15722,喷火怪,炎魔神,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15723,护卫女妖,灵符女娲,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨,,,,,高级感知|,,,,,,,,真,,,,,,,,
15724,纵法女妖,律法女娲,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15725,行凶女妖,净瓶女娲,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15726,军火总兵,鬼将,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15727,狂翅,雷鸟人,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15728,魔龙,蛟龙,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15729,骷髅魔兵,骷髅怪,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15730,秘境老妖,黑山老妖,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15731,千年瑞兽,古代瑞兽,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15732,千年龟,龙龟,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|普陀山|无底洞,,,,,高级感知|,,,,,,,,真,,,,,,,,
15733,千年鬼,鬼将,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15734,秘境野鬼,野鬼,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15735,秘境牛魔,牛妖,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15736,青牛精,牛妖,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15737,黄牛精,踏云兽,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15738,百兽喽啰,蜘蛛精,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15739,圣子,进阶黑山老妖,1,秘境降妖,0,0,2.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15740,侍女妖精,灵符女娲,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15741,空虚妖灵,幽灵,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15742,妖王,黑熊精,1,秘境降妖,0,0,3,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城,,,,,高级感知|,,,,,,,,真,,,,,,,,
15743,子将军,黑山老妖,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,化生寺|普陀山|无底洞,,,,,高级感知|,,,,,,,,真,,,,,,,,
15744,丑将军,风伯,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15745,寅将军,护卫,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15746,卯将军,古代瑞兽,1,秘境降妖,0,0,2,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15747,秘境鬼将,鬼将,1,秘境降妖,0,0,1.5,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15748,福利泡泡,泡泡,1,秘境降妖,0,0,1,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
15749,妖王分身,黑熊精,1,秘境降妖,0,0,3,1,1,0.5,1,1,0,0,方式=智能战斗|参数=0|击飞=true|行动=true,大唐官府|狮驼岭|凌波城|魔王寨|龙宫,,,,,高级感知|,,,,,,,,真,,,,,,,,
20138,,,2,天暗星·李新,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20139,,,2,天平星·卜瞳,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20140,,,2,天机星·卢昌,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20141,,,2,天英星·朱义,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20142,,,2,天雄星·施桧,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20143,,,2,天孤星·詹秀,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
20144,,,2,天暴星·毕德,0,0,10,1.5,2.3,0.5,0.8,0.8,0,0,,,,,,,高级驱鬼|高级感知|高级神迹,,,取任务,取任务,真,,,,,,,,,,,
